frame,x,y,id
000066,304.102,266.866,3
000066,450.323,232.515,4
000066,630.767,286.924,2
000066,874.151,221.143,5
000067,1043.200,283.946,1
000067,306.836,266.889,3
000067,455.950,223.977,4
000067,630.788,284.190,2
000067,877.007,221.044,5
000068,1043.236,283.956,1
000068,306.918,266.863,3
000068,458.876,223.913,4
000068,630.850,284.192,2
000068,879.829,221.016,5
000069,1043.305,283.961,1
000069,307.001,266.920,3
000069,461.719,221.143,4
000069,633.555,284.218,2
000069,879.997,218.328,5
000070,1046.048,283.963,1
000070,307.083,266.974,3
000070,464.578,223.925,4
000070,633.638,284.155,2
000070,882.754,218.377,5
000071,1046.111,283.970,1
000071,309.834,269.799,3
000071,467.353,226.799,4
000071,636.427,284.199,2
000071,882.846,221.091,5
000072,1048.933,284.028,1
000072,309.886,275.531,3
000072,467.459,229.712,4
000072,642.202,286.886,2
000072,885.595,223.923,5
000073,1054.619,284.093,1
000073,312.740,281.118,3
000073,470.232,235.278,4
000073,647.797,287.008,2
000073,885.737,226.808,5
000074,1057.525,286.910,1
000074,315.551,281.283,3
000074,470.379,235.442,4
000074,647.922,289.846,2
000074,894.213,235.286,5
000075,1060.309,287.089,1
000075,318.413,283.967,3
000075,470.441,238.279,4
000075,647.915,289.908,2
000075,899.908,235.388,5
000076,1063.068,289.865,1
000076,321.341,284.052,3
000076,470.458,241.174,4
000076,650.614,292.731,2
000076,902.671,238.284,5
000077,1063.118,292.701,1
000077,324.166,286.863,3
000077,475.994,241.298,4
000077,650.701,301.218,2
000077,902.717,241.100,5
000078,1063.130,292.732,1
000078,324.184,286.912,3
000078,476.067,243.941,4
000078,650.741,301.285,2
000078,902.788,241.132,5
000079,1063.163,295.540,1
000079,324.241,286.947,3
000079,481.699,243.937,4
000079,650.782,301.292,2
000079,902.896,241.186,5
000080,1063.232,292.650,1
000080,327.008,284.200,3
000080,484.604,241.254,4
000080,650.795,301.268,2
000080,902.936,241.143,5
000081,1063.304,289.825,1
000081,327.048,284.046,3
000081,484.607,241.155,4
000081,650.828,295.600,2
000081,902.911,238.309,5
000082,1063.282,287.012,1
000082,326.988,281.275,3
000082,487.368,238.356,4
000082,650.797,289.911,2
000082,902.854,238.095,5
000083,1063.233,284.119,1
000083,326.994,281.159,3
000083,481.755,238.114,4
000083,650.768,289.819,2
000083,902.743,229.689,5
000084,1063.245,283.959,1
000084,321.331,275.536,3
000084,476.090,232.510,4
000084,650.701,286.911,2
000084,900.002,221.115,5
000085,1063.195,281.255,1
000085,315.589,269.761,3
000085,475.967,223.922,4
000085,650.654,284.123,2
000085,899.939,218.256,5
000086,1063.141,281.164,1
000086,312.822,266.899,3
000086,473.201,218.366,4
000086,650.614,284.058,2
000086,897.124,218.088,5
000087,1063.103,275.529,1
000087,312.767,264.106,3
000087,473.135,218.274,4
000087,647.911,284.047,2
000087,891.432,218.071,5
000088,1060.429,272.649,1
000088,310.019,263.983,3
000088,470.363,218.218,4
000088,645.018,284.028,2
000088,888.557,215.448,5
000089,1060.347,272.667,1
000089,309.929,263.980,3
000089,470.226,218.241,4
000089,639.335,284.055,2
000089,885.679,215.391,5
000090,1057.475,272.688,1
000090,309.859,264.018,3
000090,467.485,218.270,4
000090,639.304,284.049,2
000090,882.861,215.426,5
000091,1051.766,278.318,1
000091,307.100,264.006,3
000091,467.284,218.355,4
000091,636.396,284.084,2
000091,882.734,218.102,5
000092,1048.884,278.343,1
000092,306.974,264.120,3
000092,464.475,221.037,4
000092,633.597,284.115,2
000092,879.976,218.143,5
000093,1046.097,278.405,1
000093,304.186,264.174,3
000093,458.822,221.100,4
000093,630.848,284.162,2
000093,879.907,218.187,5
000094,1046.011,281.152,1
000094,304.076,264.192,3
000094,453.148,221.110,4
000094,630.781,284.153,2
000094,877.094,218.209,5
000095,1043.293,281.193,1
000095,301.257,266.925,3
000095,450.285,223.903,4
000095,630.692,284.179,2
000095,874.204,218.265,5
000096,1043.179,281.231,1
000096,301.256,266.922,3
000096,450.202,223.923,4
000096,630.646,284.188,2
000096,871.299,218.306,5
000097,1040.462,281.171,1
000097,295.546,264.208,3
000097,447.475,223.940,4
000097,627.951,284.180,2
000097,865.668,218.241,5
000098,1043.069,281.178,1
000098,292.752,266.901,3
000098,447.424,223.935,4
000098,627.918,284.201,2
000098,865.606,218.310,5
000099,1040.443,281.140,1
000099,292.676,266.938,3
000099,447.324,223.957,4
000099,627.880,284.188,2
000099,862.818,218.342,5
000100,1040.395,281.183,1
000100,289.941,266.984,3
000100,447.254,223.965,4
000100,627.857,284.170,2
000100,862.766,218.349,5
000101,1040.353,281.164,1
000101,292.662,266.976,3
000101,444.637,223.926,4
000101,627.825,284.151,2
000101,862.776,221.014,5
000102,1040.322,281.124,1
000102,292.685,267.024,3
000102,444.585,223.947,4
000102,627.796,284.168,2
000102,862.746,218.369,5
000103,1040.281,281.162,1
000103,292.656,269.799,3
000103,444.582,223.972,4
000103,627.797,284.201,2
000103,862.690,221.026,5
000104,1040.272,281.262,1
000104,292.646,272.616,3
000104,444.574,229.607,4
000104,627.797,284.210,2
000104,862.677,221.136,5
000105,1040.252,283.954,1
000105,292.686,275.453,3
000105,444.579,229.682,4
000105,627.781,286.895,2
000105,859.997,223.964,5
000106,1040.262,284.014,1
000106,292.689,275.466,3
000106,444.591,232.517,4
000106,627.808,287.006,2
000106,859.969,229.672,5
000107,1040.256,284.096,1
000107,292.692,278.313,3
000107,444.612,235.322,4
000107,627.804,289.796,2
000107,859.973,232.537,5
000108,1040.227,284.183,1
000108,292.719,278.329,3
000108,447.241,235.411,4
000108,627.881,289.763,2
000108,860.001,235.391,5
000109,1040.226,286.847,1
000109,292.686,278.321,3
000109,447.285,238.114,4
000109,627.886,289.829,2
000109,862.675,238.124,5
000110,1040.246,286.863,1
000110,292.675,278.353,3
000110,447.346,238.181,4
000110,627.930,289.840,2
000110,862.735,238.141,5
000111,1040.338,286.864,1
000111,292.717,278.329,3
000111,447.387,238.186,4
000111,627.965,289.847,2
000111,865.571,238.088,5
000112,1040.396,284.222,1
000112,295.498,275.544,3
000112,447.491,238.135,4
000112,630.590,287.109,2
000112,865.589,235.384,5
000113,1040.412,284.128,1
000113,295.566,275.510,3
000113,447.528,238.097,4
000113,630.648,287.061,2
000113,865.637,232.537,5
000114,1043.102,284.029,1
000114,301.329,267.002,3
000114,450.255,235.296,4
000114,630.717,286.995,2
000114,868.502,224.007,5
000115,1043.138,283.938,1
000115,304.087,266.852,3
000115,450.336,232.495,4
000115,630.765,286.928,2
000115,874.129,221.133,5
000116,1043.203,283.948,1
000116,304.180,266.884,3
000116,455.946,223.962,4
000116,630.786,284.209,2
000116,877.013,221.041,5
000117,1043.244,283.947,1
000117,306.948,266.861,3
000117,461.624,221.177,4
000117,630.846,284.182,2
000117,879.849,218.359,5
000118,1043.316,283.975,1
000118,306.968,266.890,3
000118,464.453,221.132,4
000118,633.571,284.216,2
000118,880.023,218.322,5
000119,1046.030,283.974,1
000119,307.128,266.986,3
000119,464.592,221.187,4
000119,633.626,284.197,2
000119,882.750,218.377,5
000120,1046.115,283.990,1
000120,309.814,269.777,3
000120,467.352,226.780,4
000120,636.440,286.820,2
000120,882.827,221.123,5
000121,1048.911,284.014,1
000121,309.911,275.464,3
000121,467.457,229.710,4
000121,642.171,286.880,2
000121,885.593,223.928,5
000122,1054.635,284.101,1
000122,312.767,281.133,3
000122,470.211,235.274,4
000122,647.789,287.014,2
000122,885.740,226.790,5
000123,1057.519,286.876,1
000123,315.553,281.261,3
000123,470.371,238.088,4
000123,647.931,289.857,2
000123,894.180,235.281,5
000124,1060.309,287.078,1
000124,315.672,283.964,3
000124,470.444,238.274,4
000124,647.917,289.921,2
000124,899.903,235.394,5
000125,1063.079,289.856,1
000125,321.371,284.071,3
000125,470.450,241.168,4
000125,650.617,292.722,2
000125,902.673,238.287,5
000126,1063.130,292.702,1
000126,324.157,284.214,3
000126,473.265,241.258,4
000126,650.710,301.233,2
000126,902.724,241.111,5
000127,1063.138,292.718,1
000127,324.238,286.921,3
000127,476.057,243.945,4
000127,650.736,301.259,2
000127,902.779,241.143,5
000128,1063.169,295.547,1
000128,326.949,286.931,3
000128,481.705,243.951,4
000128,650.779,301.301,2
000128,902.883,241.197,5
000129,1063.231,289.937,1
000129,327.003,286.835,3
000129,484.593,241.259,4
000129,650.800,301.260,2
000129,902.923,241.144,5
000130,1063.286,289.766,1
000130,327.050,284.035,3
000130,484.586,241.109,4
000130,650.796,295.518,2
000130,902.896,238.254,5
000131,1063.280,287.000,1
000131,326.959,281.267,3
000131,487.355,238.314,4
000131,650.808,289.911,2
000131,902.846,238.091,5
000132,1063.219,284.113,1
000132,326.969,281.164,3
000132,481.774,238.100,4
000132,650.744,289.799,2
000132,902.726,229.715,5
000133,1063.246,283.967,1
000133,321.326,275.526,3
000133,476.095,232.469,4
000133,650.707,286.934,2
000133,899.987,221.131,5
000134,1063.172,281.241,1
000134,315.604,269.753,3
000134,475.967,223.909,4
000134,650.654,284.098,2
000134,899.953,218.257,5
000135,1063.137,281.137,1
000135,312.848,266.896,3
000135,473.198,218.370,4
000135,650.615,284.050,2
000135,899.861,218.086,5
000136,1063.114,278.291,1
000136,312.749,264.077,3
000136,473.104,218.294,4
000136,647.878,284.041,2
000136,891.412,218.116,5
000137,1060.415,272.643,1
000137,310.009,263.968,3
000137,470.375,218.219,4
000137,644.991,284.019,2
000137,888.573,215.444,5
000138,1060.339,272.641,1
000138,309.917,263.994,3
000138,470.234,218.224,4
000138,639.351,284.047,2
000138,885.683,215.412,5
000139,1054.641,278.355,1
000139,307.106,264.135,3
000139,467.334,221.067,4
000139,639.324,284.083,2
000139,885.644,218.132,5
000140,1048.931,281.234,1
000140,307.002,266.961,3
000140,467.282,221.163,4
000140,636.473,284.156,2
000140,885.615,218.321,5
000141,1048.873,283.970,1
000141,306.960,269.770,3
000141,464.530,224.007,4
000141,636.410,286.847,2
000141,885.602,221.120,5
000142,1046.174,284.037,1
000142,306.906,272.609,3
000142,464.480,229.685,4
000142,633.667,286.900,2
000142,885.635,223.889,5
000143,1046.092,284.150,1
000143,306.943,275.474,3
000143,461.703,232.553,4
000143,636.377,287.054,2
000143,885.698,226.783,5
000144,1046.077,286.819,1
000144,306.996,281.104,3
000144,461.687,235.362,4
000144,633.631,287.098,2
000144,885.762,229.663,5
000145,1046.154,286.834,1
000145,307.111,283.916,3
000145,461.699,235.444,4
000145,633.627,289.773,2
000145,888.485,232.531,5
000146,1051.752,286.827,1
000146,309.770,284.007,3
000146,461.627,238.120,4
000146,633.626,289.793,2
000146,888.488,232.557,5
000147,1054.644,286.825,1
000147,309.780,284.003,3
000147,461.636,238.112,4
000147,633.626,289.792,2
000147,888.491,232.558,5
000148,1057.527,284.221,1
000148,309.794,283.998,3
000148,461.628,238.105,4
000148,633.625,289.793,2
000148,888.488,232.560,5
000149,1060.400,286.846,1
000149,309.791,284.003,3
000149,461.631,238.108,4
000149,633.630,289.802,2
000149,888.486,232.566,5
000150,1063.137,286.914,1
000150,309.803,283.990,3
000150,461.666,238.102,4
000150,633.633,289.809,2
000150,888.517,235.274,5
000151,1063.182,286.897,1
000151,309.806,283.980,3
000151,461.679,238.098,4
000151,633.632,289.806,2
000151,888.518,235.282,5
000152,1063.206,286.901,1
000152,309.817,283.980,3
000152,461.685,238.099,4
000152,633.636,289.813,2
000152,888.509,235.299,5
000153,1063.239,286.900,1
000153,309.824,283.977,3
000153,461.679,238.100,4
000153,633.629,289.806,2
000153,888.506,235.303,5
000154,1063.251,286.891,1
000154,309.821,283.975,3
000154,461.676,238.101,4
000154,633.626,289.806,2
000154,888.507,235.301,5
000155,1063.253,286.883,1
000155,309.822,283.973,3
000155,461.686,238.094,4
000155,633.630,289.800,2
000155,888.504,235.309,5
000156,1063.222,286.907,1
000156,309.823,283.973,3
000156,461.670,238.094,4
000156,633.620,289.800,2
000156,888.505,235.301,5
000157,1063.222,286.852,1
000157,309.819,283.973,3
000157,461.660,238.089,4
000157,633.616,289.802,2
000157,888.502,235.305,5
000158,1063.150,286.864,1
000158,309.820,283.975,3
000158,461.634,238.086,4
000158,633.616,289.807,2
000158,888.502,235.300,5
000159,1060.421,286.921,1
000159,309.815,283.972,3
000159,461.617,238.082,4
000159,633.615,289.798,2
000159,888.501,235.306,5
000160,1057.473,286.867,1
000160,309.815,283.971,3
000160,461.619,238.085,4
000160,633.615,289.799,2
000160,888.508,235.307,5
000161,1048.904,286.887,1
000161,309.816,283.971,3
000161,458.864,235.451,4
000161,633.614,289.800,2
000161,888.511,235.307,5
000162,1046.073,286.889,1
000162,309.817,283.972,3
000162,458.848,235.450,4
000162,633.613,289.795,2
000162,888.518,235.305,5
000163,1043.275,286.918,1
000163,309.813,283.970,3
000163,458.840,238.079,4
000163,633.604,289.785,2
000163,888.521,235.300,5
000164,1043.061,286.994,1
000164,309.812,283.967,3
000164,458.836,235.449,4
000164,633.591,289.788,2
000164,888.525,235.299,5
000165,1040.320,287.038,1
000165,309.813,283.968,3
000165,458.843,235.444,4
000165,633.587,289.789,2
000165,888.529,235.302,5
000166,1040.222,287.088,1
000166,309.822,283.962,3
000166,458.858,235.446,4
000166,633.585,289.789,2
000166,888.525,235.315,5
000167,1040.155,287.077,1
000167,309.819,283.958,3
000167,458.862,235.449,4
000167,633.585,289.793,2
000167,888.518,235.316,5
000168,1037.457,287.094,1
000168,309.820,283.959,3
000168,458.848,235.448,4
000168,633.581,289.799,2
000168,888.511,235.317,5
000169,1034.635,287.086,1
000169,309.819,283.954,3
000169,458.840,235.450,4
000169,633.590,289.802,2
000169,888.509,235.322,5
000170,1034.558,287.066,1
000170,309.819,283.954,3
000170,458.847,235.450,4
000170,633.583,289.800,2
000170,888.500,235.335,5
000171,1031.787,287.076,1
000171,309.816,283.960,3
000171,458.836,235.449,4
000171,633.572,289.794,2
000171,888.499,235.333,5
000172,1031.788,287.090,1
000172,309.818,283.961,3
000172,458.821,235.450,4
000172,633.566,289.794,2
000172,888.480,235.338,5
000173,1034.570,287.097,1
000173,309.826,283.960,3
000173,458.821,238.079,4
000173,633.574,289.810,2
000173,888.466,235.339,5
000174,1034.635,287.080,1
000174,309.826,283.953,3
000174,458.815,238.082,4
000174,633.577,289.810,2
000174,888.470,235.339,5
000175,1037.361,287.057,1
000175,309.826,283.953,3
000175,458.804,238.085,4
000175,633.582,289.810,2
000175,885.762,235.340,5
000176,1037.472,287.038,1
000176,309.825,283.950,3
000176,458.800,238.087,4
000176,633.579,289.809,2
000176,885.751,235.339,5
000177,1037.518,287.024,1
000177,309.822,283.949,3
000177,458.783,238.088,4
000177,633.574,289.803,2
000177,885.746,235.339,5
000178,1040.234,286.995,1
000178,309.816,283.947,3
000178,458.768,238.095,4
000178,633.575,289.796,2
000178,885.743,235.343,5
000179,1040.273,286.987,1
000179,309.811,283.940,3
000179,456.014,238.096,4
000179,633.579,289.794,2
000179,885.729,235.346,5
000180,1040.323,286.972,1
000180,309.810,283.949,3
000180,456.016,238.099,4
000180,633.590,289.811,2
000180,885.726,235.337,5
000181,1040.388,286.916,1
000181,309.813,283.953,3
000181,455.991,238.095,4
000181,633.596,289.799,2
000181,885.727,235.338,5
000182,1040.447,286.938,1
000182,309.813,283.956,3
000182,455.965,238.098,4
000182,633.601,289.806,2
000182,885.726,235.339,5
000183,1043.089,286.914,1
000183,309.812,283.956,3
000183,455.953,238.103,4
000183,633.605,289.802,2
000183,885.722,235.344,5
000184,1043.111,286.884,1
000184,309.810,283.954,3
000184,455.940,238.101,4
000184,633.619,289.799,2
000184,885.713,235.342,5
000185,1043.117,286.876,1
000185,309.811,283.953,3
000185,455.922,238.098,4
000185,633.623,289.793,2
000185,885.709,235.336,5
000186,1043.128,286.873,1
000186,309.806,283.956,3
000186,455.917,238.097,4
000186,633.621,289.797,2
000186,885.708,235.334,5
000187,1043.131,286.872,1
000187,309.804,283.956,3
000187,455.915,238.096,4
000187,633.622,289.796,2
000187,885.699,235.336,5
000188,1043.135,286.869,1
000188,309.805,283.961,3
000188,455.910,238.093,4
000188,633.630,289.798,2
000188,885.700,235.333,5
000189,1043.132,286.867,1
000189,309.801,283.957,3
000189,453.160,238.088,4
000189,633.636,289.791,2
000189,885.696,235.338,5
000190,1043.133,286.867,1
000190,309.797,283.959,3
000190,453.152,238.089,4
000190,633.641,289.792,2
000190,885.694,235.338,5
000191,1043.137,286.874,1
000191,309.795,283.958,3
000191,453.151,238.088,4
000191,633.646,289.788,2
000191,885.689,235.340,5
000192,1043.140,286.872,1
000192,309.795,283.960,3
000192,453.145,238.084,4
000192,633.650,289.787,2
000192,885.689,235.344,5
000193,1043.142,286.871,1
000193,309.794,283.965,3
000193,453.151,238.086,4
000193,633.662,289.786,2
000193,885.682,235.333,5
000194,1043.141,286.874,1
000194,309.792,283.965,3
000194,453.146,238.087,4
000194,633.664,289.787,2
000194,885.676,235.328,5
000195,1043.140,286.870,1
000195,309.796,283.966,3
000195,453.155,238.087,4
000195,633.669,289.796,2
000195,885.669,235.329,5
000196,1043.135,286.864,1
000196,309.797,283.969,3
000196,453.159,238.086,4
000196,633.665,289.785,2
000196,885.669,235.333,5
000197,1043.127,286.867,1
000197,309.818,283.949,3
000197,455.919,238.085,4
000197,633.674,289.797,2
000197,885.666,235.333,5
000198,1043.125,286.871,1
000198,309.844,283.945,3
000198,455.921,238.080,4
000198,633.675,289.792,2
000198,885.664,235.336,5
000199,1043.126,286.870,1
000199,309.852,283.949,3
000199,455.942,238.080,4
000199,633.683,289.790,2
000199,885.659,235.337,5
000200,1043.132,286.870,1
000200,309.859,283.956,3
000200,455.955,235.451,4
000200,633.675,289.799,2
000200,885.654,235.346,5
000201,1043.119,286.878,1
000201,309.857,283.959,3
000201,455.980,235.442,4
000201,633.681,289.795,2
000201,885.668,235.327,5
000202,1043.115,286.882,1
000202,309.858,283.961,3
000202,455.988,235.444,4
000202,633.680,289.793,2
000202,885.700,235.309,5
000203,1043.113,286.879,1
000203,309.873,283.973,3
000203,456.011,235.443,4
000203,633.682,289.793,2
000203,888.523,235.311,5
000204,1043.105,286.893,1
000204,309.885,283.978,3
000204,458.775,235.442,4
000204,633.685,289.794,2
000204,891.373,235.315,5
000205,1043.113,286.885,1
000205,309.879,283.983,3
000205,458.780,235.434,4
000205,633.686,289.799,2
000205,894.218,232.570,5
000206,1043.105,286.878,1
000206,309.883,283.987,3
000206,458.798,235.426,4
000206,633.684,289.802,2
000206,897.046,232.523,5
000207,1043.076,286.903,1
000207,309.892,283.990,3
000207,458.810,235.433,4
000207,633.680,289.803,2
000207,899.992,232.563,5
000208,1043.089,286.897,1
000208,309.889,283.998,3
000208,458.834,235.434,4
000208,633.677,289.804,2
000208,902.876,232.577,5
000209,1043.100,286.919,1
000209,309.894,284.005,3
000209,458.868,235.435,4
000209,633.680,289.805,2
000209,905.808,235.296,5
000210,1043.083,286.922,1
000210,309.886,283.996,3
000210,461.612,235.447,4
000210,633.679,289.805,2
000210,917.151,235.436,5
000211,1043.106,286.908,1
000211,309.880,283.993,3
000211,461.634,235.442,4
000211,633.683,289.801,2
